,comment,score
152,덕분에 휴대폰 보는 시간이 많이 줄었습니다 재밌는 방식으로 집중시간을 늘릴 수 있어 좋은 것 같습니다 다만 동기화가 자동으로 잘 되지 않거나 상점 무한로딩 등 앱 기능적인 부분에서 아쉬움이 남네요,5
153,"좋아요!! 휴대폰 중독이였는데 나무키우는 재미로 휴대폰 덜 만지게 되는거같습니당 너무 좋아요 근데 진동모드,무음모드에서 나무심기 시작하면 갑자기 진동모드,무음모드가 풀리고 소리가 나네요ㅠㅜ 이것만 개선해주시면 좋을 것 같습니당",5
154,"프리미엄 사용자입니다. 뉴스 페이지가 안뜨고 상점은 오류코드가 뜹니다. 로그인하려고 하면 그냥 화면이 어두워질 뿐 다른 화면은 뜨지 않고요. 타이머나 숲, 타임라인은 잘 쓰고 있어서 2점 남깁니다.",2
155,정말 잘 사용하고 있습니다! 추가적으로 배경음 다른 것도 추가되었으면 더더욱 좋겠어요 예를 들어서 모닥불 타닥타닥 소리 같은거요 아니면 글씨 사각사각 소리 책장 넘기는 소리 등등 이요 감사합니다!,5
156,음향효과 설정이 다양했으면 합니다. 메뉴 선택음이 거슬리고 너무 커요. 음량을 줄이거나 선택적으로 없앨 수 있으면 좋겠습니다. 그리고 타이머 종료시 알림음을 선택할 수 있거나 음량을 조절할 수 있으면 좋겠습니다. 이것도 너무 시끄러워요.,5
157,"+추가)업데이트이후 매화를 오늘 구매했는데 나무 설정창에 뜨지않고 상점에 들어가면 구매함이고 뜨기만하네요... 오류인 것 같은데 수정해주세요. 돈은 돈대로 없어지고 나무는 심지도못하고 난감합니다ㅠㅍ 공부할때, 책읽을때 등 자기개발할때 미디어의 늪에서 벗어나려 노력중인데 너무 탁월한 어플이라고 생각해요! 덕분에 살면서 첫 유료 어플로 사용중일 정도입니다 :) 다만 한 가지 바라는점이 있다면 카테고리별로 사용 가능한 어플을 설정할 수 있는 기능이 생겼으면 좋겠어요! 공부할때는 전화와 문자,카톡을 제외하고 다 필요가 없어서 접근제한어플에 넣어뒀는데 책을 읽을때는 ASMR때문에 유튜브 틀어야하고, 운동할때도 유튜브를 보면서 해야하고, 여러 각 카테고리별로 필요한 어플이 다른데 막상 필요한 어플들을 모두 제한 해지하기에는 그만큼의 절제력과 집중력이 아직 생기지 않아서 처음 이용하는 분들에게도 유용한 기능일 것 같아 조심스레 의견을 제안해봅니다!",4
158,다 좋은데 말이죠 시간 정해서 시작버튼 눌러도 배경화면으로 돌아가는 ○버튼만 누르면 다른 앱 들어갈 수 있고 그 시간에도 그 타이머는 계속 돌아가서 나무가 성장이 돼요 폰중독 고치는 앱인데 이건 좀 고쳐야겠는데요,4
159,프리미엄 버전쓰고 있는데 알림설정이 제대로 작동되지 않아 불만입니다. 진동이 안 되도록 설정하고 싶은데 모든 방법을 다 동원해도 무조건 진동 울립니다 ㅠ 그래서 공공장소에서 사용하기에 너무 불편하고 지금 다른 앱으로 갈아탈까 고민중입니다. 진동없이 화면으로만 알림이 뜨도록 하는 방법 없나요?,2
160,안녕하세요. 이 앱 정말 잘쓰고 있어요. 공부할때 시간을 측정해서 나무를 심어주는게 재밌어요. 근데 공부하는 도중에 잠시 멈춰야 하는 상황이 생겼을때 멈추는건 불가능하더라고요. 그래서 타이머를 잠깐 멈추는 기능이 있으면 좋겠습니다!😊💕 마지막으로 좋은 앱 만들어주셔서 감사해요!,4
161,좋긴한데 나무 다 자라고 알림이 뜨는데 그 알람소리 설정이 없다는 게 아쉽네요ㅠㅠㅠ(휴대폰 알림소리는 최대로 했는데) 그래서 가끔 알림소리가 너무 조그만해서 못 들을 때가 있는데 그때마다 이점이 너무 아쉽다고 느껴져요 그래도 좋은 앱 만들어주신 개발자님들 감사합니다!,4
162,와 진짜 너무 좋아요 제 생각에 공부할 때 외에 쓸모없이 켜두는 실수만 안한다면 최고입니다. 그 이유는 일단 공부하면 보상을 받아야 힘이 나는데 그 보상체계가 확실히 잡혀요! 저처럼 무언가 모으고 흐뭇해하시는 분이시라면 꼭 사용해보세요 진짜 후회안하십니다. 제작자분 진짜 감사해요. 진짜로 리뷰 안쓰는데 정말 삶의 질이 변화했어요! 마지막으로 나무 업뎃 열심히해주세요 이쁜걸로 ㅎㅎ,5
163,재설치 후 복구가 안되어 메일로 문의하니 제 휴대폰을 점검해보라는 영어로 쓰인 답장과 영문 사이트 링크를 받았습니다. 한국에서 판매하면서 한국어 고객 서비스를 지원하지 않는 것도 불만이지만 더더욱 불만은 링크에 쓰여진 조치를 취해봐도 문제가 해결되지 않는다는 것입니다. 저와 같은 문제를 겪는 사람이 많은데 대처가 아주 미흡합니다.,1
164,"배경음악에 따뜻한 소리(부드러운 벽난로불 등)가 있다면 결제하고 싶어요. 호그와트 학생휴게실처럼 책장 넘기는 소리도 함께 있으면 좋구요. 기존 소리 목록 봤는데 숲, 바람 , 눈, 비 등 야외라 추워요.",5
165,몇 주 써보다가 프리미엄 결재했는데 약간 게임느낌나서 여러 종류의 나무 모으는 재미있어서 더 공부하게 되는것 같아요!! 집중하다가 폰 안쓸 수 있어서 너무좋고 나만의 멘트 설정으로 스트레스받을 때 살짝 위로받는 느낌?도 있는것 같아서 너무 잘 쓰고있어요❤ 좋은 앱 만들어주셔서 감사합니다! (나무 업데이트 많이 해주세여 ㅎㅎ),5
166,예뻐서 쓰긴하지만 편리하진 않은 거 같습니다. 그 중 제일 불편한 점은 휴식시간이 계속 리셋돼서 쉴 때마다 재설정해야하네요. + 흰색 문구가 자꾸 바뀌는데 움직일 때마다 시선이 가서 은근 거슬리네요.,3
167,"프리미엄 버전을 사용하고 있습니다. 근데 타임라인, 성과, 상점 등의 메뉴에 들어가려고 해도 계속 로딩 화면만 뜨고 들어가지질 않습니다. 왜 이러는건지 모르겠네요",2
168,공부에 집중할수도 있고 게다가 식물을 키울수 있다는 점이 맘에 듭니다.,5
169,"요즘 스마트폰 사용시간은 점점 느는데 어떻게 해결해야할 지 막막했었지만, 이 앱을 깔고 나서 희망이 보이기 시작했어요! 여러 나무들을 키우면서 독서도 하고, 친구와 대화하고, 그림을 그리는 등 다양한 취미도 발견했답니다. 친구들에게도 소개시켜주고 싶네요😄",5
170,잘 쓰고있고 좋습니다. 다만 아래 사항 확인 및 조치 부탁드립니다. 100퍼센트 다른 어플을 차단하지 못한다는 것을 확인하니 프리미엄으로 업그레이드 하고 싶은것이 꺼려집니다. Case1. 휴대폰 열려있는 탭 목록에서 다른 앱을 켜면 Ban이 되지 않습니다. Case2. 다른 앱을 켜면 처음엔 Ban하다가 계속 시도하면 풀림.,4
171,집중에 목적에 나무키우기라는 것을 접목시키니 집중이 잘됩니다.,5
172,"정말 잘 쓰고 있었습니다. 그런데 업데이트 이후 , 나무 심기를 시작한 후에 메뉴 버튼을 눌러 포레스트를 닫아버리면 다른 앱이 실행되네요. 화이트리스트도 조정해 보았는데 계속 오류가 납니다",3
173,처음엔 핸드폰을 끄고 있어야 나무가 자라는줄 알았는데 핸드폰을 켜도 나무가 자라네요.. 저의 폰이 이상한 걸까요..? 저의 폰이 이상한게 아니라면 핸드폰을 꺼놨을때만 나무가 자랄 수 있도록 업데이트 해주셨으면 좋겠네요~ 그치만 나무가 정원에 많이 생길 수록 뿌듯해지네요~,3
174,아주 좋아요! 나무도 이쁘고 휴대폰도 덜쓰게 되었어요.,4
175,이 앱이 스마트폰 중독 방지 효과가 있어요 다른 스마트폰 중독 방지 앱보다 더 좋아요 왜 그러냐면 이 앱이 스마트폰을 안 쓰면 보상도 되고 숲에 나무를 심는다는 아름다운 생각으로 만들었어요 그런데 딱 하나 아쉬운 점이 있어요 왜 120분이나 핸드폰을 안 했는데 코인은 약 40개 밖에 안 주는 건가요? 저는 항상 코인을 불리려고 불편하게 광고를 보고 있어요 코인을 많이 줬으면 좋겠어요 별은 네개 드릴게요,4
176,구매한 몇 안 되는 앱 중 하나예요!! 다른 잠금어플보다 덜 강제적인게 오히려 더 동기 부여가 되는 것 같아요! 하나 아쉬운 점은 24시가 지나면 다음 날로 넘어가서 집계되는 게 거예요. 하루 일과 끝내는 게 보통 1시쯤이라 하루 기준을 정할 수 있는 설정이 있으면 좋겠어요,5
177,집중할때 정말 좋고 가끔씩 격려의 말이 나오는것도 정말로 좋아용 :) 근데 집중하다가 잠깐 멈출수 있는 기능이 생겼으면 더 좋을것같아용,5
178,휴대폰을 안볼때마다 나무들이 자라서 뿌듯하네요~!,5
179,정말 만족스러워요! 집중도 잘되고요 그런데 상점에서 오디오에 모닥불소리나 다른 소리들이 더 추가되면 더더욱 즐거이 집중할수 있을것같네요,5
180,폰 안 하고 집중하기 좋아요 혹시 끝나고도 배경음악이 안 꺼지시는 분들은 설정-어플리케이션에서 강제중지 하시면 꺼지니까 해보세요. (오류는 맞는 것 같지만요),5
181,공부할 때 잘 쓰는 앱.. 근데 하나 아쉬운 점이 있다면 타이머에 pause/resume 기능이 없다는 거.. 공부하다가 똥 매려울 때 이 기능이 절실함,3
182,30분도 집중을 못하던 제가 포레스트를 사용하면서 두시간은 거뜬히 집중할 수 있게 됐습니다 !! 다만 새로운 나무 출시가 더 자주 되었으면 좋겠습니다! 여러 나무를 모으고 싶어 오기가 생겨 열심히 했었는데 요즘은 사고 싶은 나무가 없어요ㅠㅠ,5
183,아직 앱을 켜서 설정하는 거에 안 익숙해서 잘 안 켜지만... 그래도 켤 때마다 너무너무 집중력이 확실히 높아져요!!! 엄청 좋으니까 그냥 다들 한 번씩 써봐요.,5
184,다른 앱의 업데이트 때문에 플레이스토어나 원스토어가 실행되는 경우 나무가 죽어버립니다. 해당 상황의 경우 몇가지 앱을 자동적으로 예외로 둘 수는 없나요?,4
185,로딩이 너무 오래걸림!! 근데 앱이 너무 기발함 특히 친구와 같이 할수있다는것과 화이트리스트는 정말 짱짱!! 너무통제하지않으면서도 어느정도 의지가 있다면 충분히 목표한 시간을 이룰수있도록 의도 한게 정말 기발하다,4
186,뚫을수 있어요 ㅠㅠ (삼성)휴대폰 아래쪽에 뒤로가는 버튼? 말고 네모 두개로 되어있는 부분이 있는데 이걸로 딴 앱 들어가져요... 이부분만 수정 해주시면 감사할거 같아요ㅠㅠ,1
187,"너무 만족하고 있습니다. 제 시간을 효율적으로 쓸 수도 있고, 그렇게 모은 코인으로 나무까지 심을 수 있다는 게 너무 좋습니다. 그리고 오류가 한 번 나서 문의를 했는데 답변도 친절하고 빠르게 와서 좋았습니다. 돈 낼 걸 후회한 적이 단 한 번도 없을 만큼 좋은 앱입니다.",5
188,시간가는줄 모르고 집중했네요 ㅎㅎ 한번에 많은양을 하려다가 포기한적이 많았는데 어플쓰면서 정해진시간으로 운동과 학습시간에 집중해서 하다보니 학습능력이 더욱 좋아졌습니다! 휴식시간도 있어 효과적으로 집중가능하도록 도움이 많이되네요 good~~ 인생 어플인것 같네요,5
189,"어플 자체는 좋은데 유료로 결제하고 나서부터 버퍼링이 너무 심해요. 타임라인이나 숲을 볼 때, 새로운 나무를 살 때 등 모든 걸 할때 버퍼링이 오래 걸리고 잘 작동되지 않아요",4
190,폰 사용도 줄일 수 있고 귀여워서 정말 좋아하는 앱이었는데 초집중모드 켜져 있어도 멀티태스킹에서 포레스트를 종료하면 화이트리스트에 등록 안 한 앱을 사용할 수 있어요 ㅜㅜ 개선 부탁드려요,3
191,"프리미엄을 구입해 사용하고 있습니다만 아쉬운점은, 예외 앱을 설정하는 기능이 있으면 좋겠습니다. 계산기나 사전을 사용해야 할때가 생기면 난감해집니다.",4
192,정말 잘사용하고 있었는데요 어느순간 백그라운드로 이동하고 앱을 닫으니까 타이머는 흘러가는데 다른 앱들을 이동할수 있게 되더라고요.. 혹시 얼른 수정해주실수 있으시나요??ㅠㅠ,4
193,"개선했으면 하는 점 다 좋은데, 예약 기능이 있으면 좋겠다. 예를 들어 밤 10시부터 잠잘때까지 사용하지 않기 위해서 매일 밤 10시에 작동되도록 예약기능이 있으면 좋겠다. 자연스럽게 스마트폰이 수면에 방해하는 것을 방지하면서 중독 개선 효과도 있을 것 같다.",5
194,디자인 좋고 내용도 좋은데 상점이나 성과 등의 다른 곳으로 들어가면 계속 로딩되면서 들어가지지가 않아요. 고쳐주셨으면 좋겠습니다.,3
195,보상을 2배로 받으려고 항상 나무키운후에 광고를 보는데 광고를 본후에 로딩중인화면이 뜨고 기다려도 해소되질 않아서 앱을 강제종료후 키고나면 원래보상만큼의 코인만 들어옵니다ㅡㅡ 광고 다보는데도 코인 안주시고 광고 2번씩 볼때도 있고... 조속히 고쳐주십시오,2
196,ui 맘에 들고 숲 속 소리를 재생 할 수 있다는 점이 매우 좋네요. 하지만 잠금화면에서 실행 할 수 없는 것이 아쉽네요. 빠른 시일 내에 업데이트 부탁드려요.,5
197,집에서공부할때 너무 잘 쓰고있습니다. 다만 아쉬운점은 집중할때 듣는 소리에서 자꾸 끊김현상이 일어납니다. 이점 속히 보완 부탁드립니다.,4
198,유용한 어플이다. 그러나 나는 몇 가지의 원하는 기능이 있다. 1. 공부하던 도중에 일시정지가 있었으면 한다. '1회 일시정지' 이와 같은 방식의 기능을 넣으면 좋겠다. 2. 카테고리 분포 외에 카테고리별 시간을 원한다.,3
199,앱 자체는 좋은데 잠금이 너무 허약해요. 잠금 실행하고 어플 다 닫은 다음 실행시켜야 그나마 되고 그마저도 재부팅하면 다 풀려요. 예약기능 없는것도 아쉽구요,2
200,다 좋은데 저에게 이 앱을 추천해준 사람은 광고 보기로 죽은 나무 기록 지우기나 얻은 코인 두배로 획득하기 기능이 없는데 제가 할 때는 그런 기능이 없어서 아쉬워요. 둘 다 갤럭시 폰이고 앱 구매한 상태입니다.,4
201,먼저 귀여워 그리고 휴대폰만 안 했을뿐인데 나무가 생기니까 방치형게임하는 느낌도 듬. 다만 아쉬운건 연장해서 잠금 시간이 최대 3시간인거 고급 기능으로 연장시간 6시간까지 늘려주길 바라고 있음. 왜냐면 내가 2시간이 지나면 6시간을 하고 있거든...,4
202,"유저들 의견 반영 정말 좋네요. 하루시작시간 변경도 지원해주고, 타이머모드 스톱워치모드도 둘다 지원해 줍니다. 앱도 깔끔하고 불필요한 기능도 없습니다. 유료결제를 해야 제대로 사용할 수 있는앱이긴 한데, 비싸지도 않고 한번결제하면 평생이용이니 가성비 좋다고 생각합니다. 그리고 나무도 정말 귀여워요. 진짜 인생 앱 입니다. 신규 나무랑 asmr도 많이 추가해주세요!",5
203,아이디어는 참 좋은데 화이트리스트 기능을 이용하고 싶어서 결제했더니 화이트리스트로 지정하지 않은 어플들도 실행되는 경우가 너무 많아요.. 결제한 거 좀 후회되네요,2
204,"정말 좋은 어플인거 같아요 하지만 안드로이드 s7사용자인데 상점, 타임라인,성과에 들어가지지 않아요. 계속 로딩화면만 반복되는데 어떻게 해야하죠",5
205,"시간을 채웠을때 제공되는 포인트가 좀 적긴 하지만 특이한 나무나 덤불들이 많아서 모으는 재미가 있을 것 같습니다. 또, 숲을 이루어가는 모습을 보니 나름 공부하는 재미도 있고 뿌듯하기도 하네요. 좋은 앱 만들어주셔서 감사합니다! 잘 사용할께요ㅎㅎ",5
206,"너무 좋아요! 공부할때 집중도 잘되고 자연소리도 잔잔하게 틀 수 있어서 잘때도 애용합니다♡ 한가지 건의드릴게 있다면, 장작 타는 소리도 새로 추가해주셨으면 좋겠어요!! 6개보단 조금 더 다채로운 소리들을 듣고싶어요♡",5
207,이건 너무 좋은 앱입니다 이 앱을 설치하면 아이들 핸드폰 중독도 막을 수 있고 또 공부나 해야 할 일같은것도 잘 할 수 있습니다 그리고 나무를 1개 1개 심을 때 마다 항상 뿌듯함과 자랑스러움을 느낄 수 있어서 정말 좋습니다 이 앱을 추천드립니다 이 긴 글을 읽어 주신 분들 정말 수고 많았습니다 감사합니다,5
208,너무너무 좋은데 이번에 갤럭시노트10 업데이트 이후에 캐시워크앱 때문인가 화면이 꺼지면 바로 죽어요..ㅜㅠ 화면을 계속 켜둘수도 없고 캐시워크를 삭제할수도 없네용..ㅠㅠ,4
209,"다 좋은데 카테고리 설정을 해놓고 시간을 재도 ""나의 숲""에서 확인해보면 모든 나무가 ""설정안함"" 으로 세팅되어 있네요. 버그라면 수정 부탁드리고 아니라면 이유좀 알려주십시요.",4
210,"앱 자체는 정말 좋아요! 그런데 최근에 안드로이드 쪽에서 사진 저장 오류가 발생하고 있는 것 같은데, sd카드 접근을 허용해 놓았음에도 숲 사진 공유가 안 되네요...해당 오류 고쳐주실 수 있을까요?",4
211,핸드폰에 나무가 자라고 있으니까 확실히 심리적으로 나무 키우려고 폰에 손이 안가더라구요😄항상 공부할때 핸드폰이 문제였고 다른 앱은 그냥 앱을 잠그거나 덮어놓은 시간을 재거나 등등등 하는데 이건 나무를 키우겠다는 의지가 생겨서 효과가 훨씬 좋았습니다!,5
212,폰을 쓸데없이 못만지게해주고 실제로 나무 심는걸 도와줄수있는 어플이라서 좋은취지로 프리미엄 가입을했는데 상점이나 기타 부속메뉴가 잘 안들어가지고 노래도 만지지않아도 갑자기 끊겨서 빨리 조취를 취해서 어플이 안정화될수있게 해주셨으면 좋겠네요,3
213,정말 좋은앱이에요.귀엽고 기분이 좋아지는 앱입니다. 열품타나 다른 타이머 앱들과는 또 다른 매력이 있어요. 다만 가로모드 지원이 꼭 되면 좋겠어요. 가로 모드 가로 모드 가로 모드 Plz~~~,4
214,이 앱 정말 좋지만... 앱 허용 리스트에서 어플 검색 기능이 있으면 좋겠어요...ㅠㅠ 새로운 공부 앱이 생길 때마다 스크롤로 찾아야한다는 게 조금 복잡하고 시간도 걸리네요.,4
215,"다른 거 다 사용해봤는데 이게 가장 좋음 핸드폰 킬려고 하면 죄책감 드는 문구 나오고, 무시하고 핸드폰 하다가 암 생각없이 앱 들어가게 되면 나무 죽어있는 거 보고 약간 아... 하게 됨 개인 취향일 수 있는데 코인으로 사고 싶은 나무나 노래들도 많음 근데 코인 찔끔 나와서 오기 더 생기게 함",5
216,핸드폰 사용하는 시간 줄이기에 매우 효과적입니다. 평소에는 할 일을 하다가도 괜히 핸드폰을 켜서 딴짓을 하곤 했었는데 이 앱을 사용하면서 나무을 심는 동안에는 폰으로 딴짓을 덜 하게 되었습니다.,5
217,이런저런 탈출방법을 찾아내느라 재미있게 이용하고 있습니다. 제가 확인한 바 기본 설정과 관련된 많은 앱들이 나무를 무시하고요. 사용중인 앱에서 모든 창을 닫고 다른 앱을 사용한 다음 다시 이 앱을 켜면 그래도 나무가 그만큼 자라 있는걸 볼 수 있습니다.,5
218,나무 디자인이 다양하지만 숲의 나무들을 이용자 마음대로 배치하지 못해서 디자인의 장점이 줄어드는 것 같아요. 사용자 원하는대로 나무를 옮길 수 있게 만든다면 새로운 나무를 얻고 싶은 동기가 더 많이 생길 것 같습니다.,4
219,앺에 있는 백색소음 음악을 틀어놓고 화면만 끄면 타이머는 작동하는데 백색소음은 시간이 지나면 멈춥니다. 멈췄을 때 다시 화면을 켜서 잠금해제 하고 타이머로 들어가면 언제 그랬냐는듯 다시 음악이 켜집니다.,3
220,집중한 시간을 통해 나무가 생성되서 재미있어요 다만 홈버튼을 누르면 타이머는 계속가는데 인터넷이랑 유튜브도 사용할수 있더라구요ㅋㅋㅋㅋ좀더 차단이 잘되면 좋겠어요,4
221,이 앱 잘 쓰고 있었습니다 그런데 제가 폰을 새로 사면서 예전 계정에서 키웠던 나무들을 볼 수 없게 되었습니다 (열심히 공부하여 샀던 나무들도!) 그래서 계정 연동 제도를 만들었으면 좋겠다고 생각합니다. 간편하게 이메일로 가입을 하게 한다면 더 좋을 것 같습니다 :),3
222,엥 방금 깔았는데 이거 이 앱 화면에서 나오면 바로 나무가 죽어야하는거 아닌가요?.. 이 앱 안없애는 이상 다른것을 하든 말든 나무가 계속 자라는데 이게 핸드폰사용을 줄이는데 도움이 되는건가용.??? 나가려면 나무를 죽이라고하는데 이럴거면 이런 앱 왜 만드는지..지금 이거 쓰는데도 나무는 자꾸 자라고있어용ㅋ;; 폰사용량을 줄이려고 만든거 아닌가..? 전혀 도움이안되넴,2
223,아니 프리미엄 결제하고 앱이 이상해서 다시 깔았더니 결제 복구가 안돼서 또 삭제하고 설치했더니 아예 들어가지지도 않고... 결제한게 아까워서 다시 설치하니 첫 번째 경우랑 똑같잖아요; 혹시 몰라서 프리미엄 결제 버튼 또 눌렀더니 그대로 2600원 결제해서 총 5200원 썼어요. 한 번 써보려고 설치했더니 공부는 무슨 화가나서 아무것도 못하겠네요ㅠㅠㅠ 결제 한 번 더한 것은 제 실수지만 계정 연동이 이상한 걸로 봐서 앱 쓰다가 또 이상해질까봐 일단 5200원 기부했다 생각하고 문의도 넣었습니다;;;,1
224,무료로 쓰고 있는 사람인데 충분히 좋습니다 한가지 아쉬운 점이 있다면 시간을 잴 때(?) 잠시 멈춤 기능이 있었으면 좋겠어요 뽀모도로하면서 어쩔 수 멈춰야 할 때가 있는데 멈춤 기능이 없어서 포기를 할 수 밖에 없네요,4
225,재설치 이후 오류들 구 버전을 결제하여 이용하다가 실수로 삭제하고 다시깔았더니 자꾸 구글계정이 여러개라그런다. 다른거 로그아웃하고 이앱결제한걸로 로그인해봐라 해서 그렇게 해도안되고 뭐 다시결제하려고 시도해봐도 안되고 그동안 해놓은 기록들이 사놓은 백색소음들이 아까워서라도 내 계정 되찾고싶은데 돌려주세요..,2
226,프리미엄 구매 했는 데 화이트리스트를 제외하고도 어플 실행 잠금 안 되고 모두 실행 가능하며 상점에 들어가지지도 않습니다. 빠른 업데이트 부탁드립니다.,1
227,공부를 할때 신경쓰이는게 바로 스마트폰!! 근데 키기만하면 빠져들었었는데 나가면 '나무가 시든다니...' 하며 계속 공부하게되는 그런 앱인것 같아요 (포기 아니면 절대 앱을 못 나감) 강력추천입니다!! (나무를 모으고 키우는 묘미까지 ~~♡),5
228,휴대폰을 만지지 않게 해주는데 굉장한 도움이 되는거 같습니다. 그런데 이번 업데이트로 한국어가 영어로 지원이되는 오류가 발생하게 되는거 같은데 고쳐졌으면 좋겠습니다.,5
229,어플 자체가 살짝 무거운 느낌이라 이런저런 기능들 추가하기 힘들 것 같긴한데... 이쁜 나무들 더 많이 만들어주세요♡ 숲 말고 '우주' 버전이나 땅 색이나 땅 테마 구매할 수 있게 해도 엄청날 것 같아요. 흑흑 우주 버전☆ 기대합니다. 멋진 어플 감사드려요🙏,5
230,안녕하세요. 화웨이 M3를 사용 중인 한 유저입니다. 잠금시간을 설정해두고 실행을 해도 안 잠기네요. 앱에서 잘 나와지네요. 다른 앱을 실행시켜도 실행은 돼고요. 그리고 시간도 계속 가네요. 지금까지 업데이트를 간절히 원하는 한 유저였습니다.,3
231,공부 또는 업무로 핸드폰 사용은 줄이고 싶고 동시에 핸드폰으로 무언가를 즐기고싶은 사람들을 위한 애플리케이션. 집중도 하고 나무도 키우는 재미가 있으니 좋네요.,5
232,앱 자체는 아이디어도 좋고 인터페이스도 좋아서 잘 사용중인데 가끔 앱을 종료해도 계속 소리가 나는데 왜 그런거죠ㅠㅠ 숲소리 음향 효과가 계속 나요..,4
233,"기술부분 오류수정 건의합니다^^; ■ 갤럭시 기종중(특히 a7) 에서 ■ 포레스트 사용중 유투브 시청 &전화걸기 &일반문자 모두 가능합니다^^; 나무가 죽지도 않고, 어떠한 경고메세지고 없습니다. 개선부탁드립니다. 감사합니다 ㅎ",4
234,"강추합니다.^^건의사항이 있습니다. 알람을 설정해서 그 시간에 자동으로 실행되도록 하면, 특정시간 폰의 유혹을 받지않고 집중하는데 큰 도움이 될것같아요. 부탁드립니다.",5
235,"폰이 하고싶어도 잠겨서 아무것도 못하니까 금방 미련 버리고 포기할 수 있어요. 나무 키워서 숲 만드는 것도 뿌듯한데 여러가지 나무, 덤불, 음악이 있으니 더 좋아요. 하지만 코인을 꽤 많이 모아야 해서 안좋은거 같기도 하고 적당한거 같기도 하고...",4
236,실제로 짧은 시간이라면 집중은 잘되지만 긴시간동안 공부에 집중한 상태라서 폰은 못 봤을때 폰이 저절로 꺼지면 바로 나무가 시들어버려서 항상 확인해 주느라 집중하기가 어렵다,3
237,설치 후 몇 달을 사용. 그 뒤 삭제하지는 않고 설치만 해둔 상태였습니다. 오랜만에 들어갔는데 그동안 제가 열심히 모아서 산 나무는 물론 이벤트로 얻었던 나무들까지 사라졌어요ㅠㅠ 프리미엄 모드를 예전에 사서 그래도 나무를 모으면 기분이 좋아 잘 썼던 기억때문에 돌아왔는데...,2
238,너무 잘 사용하고 있어요! 휴대폰 사용량이 많이 줄고 있어요~ 최근에 갤럭시워치4를 구매했는데 휴대폰 없이 갤럭시워치만으로도 포레스트 어플을 사용하고 싶어요. 워치로 사용가능하게 해주세요,5
239,이 앱 진짜 너무 좋고 집중하기에 정말 딱입니다!! 프리미엄까지 구매해서 하고있는데 너무 유용하게 잘쓰고있어요 나무들도 너무 예쁜게 많아가지구ㅠㅠ 막 사고싶고 그래요!! 근데 나무들 보다가 보니까 저도 한번 예쁜나무를 만들어보고 싶더라고요!! 그래서 나무 디자인 이벤트 ? 같은걸 열어서 사용자들이 나무 하나씩 만들어서 올린 후 투표같은 것을 해서 나무를 더 추가는 건 어떨까요?,5
240,집중하는 만큼 나무와 꽃을 심는다는 좋은 아이디어가 맘에 들어요. 나무와 꽃들 이미지도 정말 귀엽고 예쁘네요. 다만 새로운 식물을 구매하기 위해서 너무 많은 코인을 요구해요. 나무를 수집해서 꾸미는 재미도 있어야 더 많이 사용할텐데 그런게 없어서 아쉽네요.,3
241,"정말 좋아요.. 덕분에 공부 정말 잘 하고 있습니다. 리뷰의 많은 분들이 프리미엄을 권하시는데, 충분히 무과금으로도 사용하실 수 있습니다. 초집중 모드를 사용하시면 타이머 작동시킬 동안 다른 앱에 들어갈 수 없어 폰 중독이 나아지는 거 같아요😊",5
242,대만에서 일하는 한국인 담당자 추천으로 시작하게 되었습니다. 목적을 두고 집중해야 할때 작은 나만의 정원을 꾸민다는 마음에 다른 생각에 동요되지 않고 매우 유익히 사용 중입니다. 추천 드립니다 ㅎㅎ,5
243,진짜 너무 좋아요! 제가 공부할 때 집중이 안되서 자꾸 휴대폰만지고 유튜브 보면서 공부를 하다보니 하는 양이 많아진 느낌도 들고 집중을 잘 못해요😅 이 앱 오늘 처음 쓰는데 2시간으로 설정해두고 진짜 휴대폰 건들지 않았습니다. 나무가 예뻐서 욕심도 생기네요☺ 그냥 속는 셈치고 한 번 써보세요♡,5
244,프리미엄 결제를 했는데 핸드폰 사용시간 분석은 정확한것같지 않고 배터리가 너무 빨리 닳아요 괜찮은 점은 초집중모드 사용할수있고 카테고리 설정 정도? 그래도 집중이 필요할때 잘 사용하고 있습니당,4
245,앱을 키고 폰을 두면 나무가 자란다니 요즘 휴대폰을 보는 시간이 많아져서 깔았는데 덕분에 효과가 좀 있었어요. 그런데 버그인지 폰이 꺼졌을때 계속 앱에서 나가진채로 켜져서 당황스러웠어요..,4
246,프리미엄 유저입니다. 앱 이상해져서(갑자기 꺼짐) 지웠다가 다시 깔았는데 구매 내역이 복구가 안된다고 계속 오류가 뜨더라구요. 개발자 연락처에 있는 이메일로 보내고 하라는 방법대로 다 했는데 안돼서 그냥 2400원 또 결제했습니다. 앱 자체는 정말 잘 사용하고 있습니다만 소액이라도 애꿎은 돈 날린 것 같아 기분이 좋지 않네요... 이런 일 더는 일어나지 않도록 신경써주신다면 감사하겠습니다.,2
247,프리미엄 구매자 입니다. 앱을 너무 잘 만드셨습니다! 그야말로 최고의 앱! ※아쉬운 점이 있다면 카테고리가 자동으로 ㄱㄴㄷ(abc)순서대로 배열이 되면 좋겠습니다,5
