id,gender,birth_date,job,TEXTNECK,ASYMMETRY,STOOPED,SLEEPINESS,product_chair,product_monitor_arm,product_wrist_guard,product_mouse,product_desk,product_holder,product_neck_pillow,product_mouse_pad,product_keyboard,product_cushion,product_id
524,Female,1999-11-01,Office worker,0.74,0.82,0.84,0.69,,,1797408426,,,,,,,,1797408426
525,Female,1996-09-28,planner,0.52,0.14,0.93,0.72,,,,,,,,,6406573735,,6406573735
526,Male,1985-07-22,Office worker,0.93,0.64,0.25,0.93,,,,57649186,,,,,,,57649186
527,Female,1990-08-29,ETC,0.35,0.82,0.82,0.40,,,,5870389792,,,,,,,5870389792
528,Male,1985-11-27,Creator,0.21,0.16,0.47,0.82,,,6257025448,,,,,,,,6257025448
529,Male,1972-04-17,designer,0.83,0.53,0.10,0.78,,,,,6460742500,,,,,,6460742500
530,Male,1980-04-15,designer,0.54,0.98,0.67,0.62,,4896992347,,,,,,,,,4896992347
531,Male,1988-10-24,Office worker,0.98,0.60,0.80,0.02,,,,,,,,5417804895,,,5417804895
534,Male,1983-11-29,Marketer,0.57,0.84,0.99,0.66,,,,,5999614505,,,,,,5999614505
538,Male,1988-10-13,Marketer,0.86,0.35,0.62,0.11,,,,,,,2039515031,,,,2039515031
539,Female,1999-11-04,Creator,0.33,0.26,0.41,0.42,,7418025096,,,,,,,,,7418025096
540,Female,1982-02-24,planner,0.36,0.22,0.29,0.35,,,,7325418422,,,,,,,7325418422
541,Male,1991-04-03,designer,0.74,0.69,0.64,0.31,,,,,,1924822010,,,,,1924822010
542,Male,1987-09-02,Office worker,0.09,0.93,0.37,0.14,,,,,6460742500,,,,,,6460742500
543,Female,1988-07-12,Office worker,0.61,0.90,0.53,0.77,,,,,6460742500,,,,,,6460742500
544,Male,1971-01-14,Office worker,0.57,0.83,0.65,0.79,2420328,,,,,,,,,,2420328
546,Female,2006-01-23,designer,0.06,0.57,0.20,0.76,,6091275505,,,,,,,,,6091275505
547,Female,1980-11-09,student,0.13,0.60,0.37,0.04,,6091275505,,,,,,,,,6091275505
548,Female,1992-12-03,Creator,0.78,0.93,0.21,0.72,,,,,7432233497,,,,,,7432233497
549,Male,1990-04-16,Marketer,0.40,0.58,0.30,0.24,,,,7327982983,,,,,,,7327982983
550,Female,1995-01-22,designer,0.48,0.18,0.41,0.35,,,,,,,,,,7335559264,7335559264
552,Male,1999-07-17,planner,0.64,0.20,0.73,0.46,,1448628599,,,,,,,,,1448628599
553,Female,2007-07-19,planner,0.38,0.35,0.57,0.13,,,,,,,,1758533076,,,1758533076
556,Female,1992-09-20,Marketer,0.74,0.56,0.28,0.57,,,,,,6533701213,,,,,6533701213
557,Male,1975-04-18,planner,0.82,0.95,0.07,0.48,,,,,,,,,,6776454005,6776454005
558,Male,1995-08-17,developer,0.10,0.03,0.14,0.88,,,,,,,,,,1267950209,1267950209
560,Female,1974-06-20,student,0.16,0.43,0.11,0.93,,,,5870389792,,,,,,,5870389792
561,Male,1988-02-16,Office worker,0.19,0.97,0.78,0.91,,,1758533117,,,,,,,,1758533117
562,Male,1993-05-26,student,0.93,0.15,0.19,0.42,6900417399,,,,,,,,,,6900417399
563,Female,1991-08-30,designer,0.77,0.07,0.35,0.90,6999573193,,,,,,,,,,6999573193
564,Female,1989-01-20,Office worker,0.86,0.32,0.96,0.57,,,,,,,,310842037,,,310842037
565,Male,1980-07-27,developer,0.25,0.13,0.62,0.73,2420328,,,,,,,,,,2420328
566,Male,1984-03-18,student,0.79,0.90,0.46,0.57,,,,6945534310,,,,,,,6945534310
567,Female,2001-12-12,student,0.66,0.74,0.31,0.57,,,,,,,,310842037,,,310842037
568,Male,2000-09-25,planner,0.80,0.81,0.18,0.30,,,,,,,,,,6776454005,6776454005
569,Female,1981-12-16,designer,0.45,0.60,0.78,0.90,,,,,1601845545,,,,,,1601845545
571,Male,2010-02-20,Office worker,0.36,0.44,0.74,0.10,6900417399,,,,,,,,,,6900417399
575,Male,2002-05-23,Creator,0.51,0.47,0.66,0.27,,,,,,,,,,6183771576,6183771576
576,Female,1998-06-20,developer,0.98,0.63,0.55,0.41,,,,,,,7447851197,,,,7447851197
577,Male,1974-12-11,developer,0.18,0.48,0.13,0.41,,,,,,4674285118,,,,,4674285118
578,Male,2007-02-22,Marketer,0.67,0.88,0.33,0.58,2420328,,,,,,,,,,2420328
579,Female,1993-06-30,designer,0.10,0.97,0.41,0.28,,,1797408426,,,,,,,,1797408426
580,Male,2005-11-27,designer,0.40,0.85,0.26,0.35,,,,5015654703,,,,,,,5015654703
581,Female,1979-11-27,planner,0.72,0.61,0.61,0.72,,7418025096,,,,,,,,,7418025096
582,Male,1999-12-26,ETC,0.51,0.79,0.36,0.28,,7418025096,,,,,,,,,7418025096
584,Female,2009-08-26,developer,0.47,0.39,0.36,0.02,,,,,,,7447851197,,,,7447851197
585,Female,2007-11-26,designer,0.60,0.15,0.88,0.32,,,6257025448,,,,,,,,6257025448
586,Male,2002-05-27,Creator,0.42,0.98,0.34,0.35,,,,7325418422,,,,,,,7325418422
587,Male,1989-06-29,student,0.93,0.77,0.64,0.36,6999573193,,,,,,,,,,6999573193
588,Female,1978-11-27,designer,0.03,0.46,0.17,0.06,2420328,,,,,,,,,,2420328
589,Male,1973-09-13,planner,0.91,0.44,0.24,0.53,,,,,7432233497,,,,,,7432233497
590,Female,1975-05-07,developer,0.58,0.66,0.69,0.06,,,,6945534310,,,,,,,6945534310
593,Male,1978-06-25,student,0.52,0.21,0.31,0.29,,1955685399,,,,,,,,,1955685399
597,Female,1998-12-04,Office worker,0.89,0.72,0.36,0.35,,1955685399,,,,,,,,,1955685399
600,Female,1979-01-19,ETC,0.25,0.03,0.55,0.14,5465402206,,,,,,,,,,5465402206
604,Male,1979-09-11,designer,0.91,0.23,0.30,0.04,,,,,,,,,,6776454005,6776454005
605,Female,1972-03-12,ETC,0.74,0.67,0.46,0.15,,,,,,1924822010,,,,,1924822010
606,Male,2004-05-01,student,0.47,0.38,0.66,0.98,,,,,,,,,6406573735,,6406573735
607,Male,1996-05-12,Marketer,0.26,0.85,0.04,0.30,5465402206,,,,,,,,,,5465402206
608,Male,2003-02-26,Office worker,0.65,0.26,0.84,0.95,6999573193,,,,,,,,,,6999573193
610,Male,1990-01-28,Office worker,0.71,0.53,0.49,0.70,,,,,,,,40881999,,,40881999
611,Female,1993-05-17,Marketer,0.15,0.98,0.64,0.56,5465402206,,,,,,,,,,5465402206
612,Male,1981-02-16,planner,0.70,0.78,0.72,0.39,,,,,,5273195931,,,,,5273195931
616,Female,2010-04-01,student,0.60,0.72,0.87,0.16,,,,,,7403564872,,,,,7403564872
618,Female,2009-03-05,Marketer,0.93,0.19,0.70,0.30,6651584294,,,,,,,,,,6651584294
621,Female,1975-01-01,developer,0.76,0.76,0.55,0.05,6651584294,,,,,,,,,,6651584294
622,Male,2005-08-13,Office worker,0.30,0.59,0.80,0.33,,,,,,5273195931,,,,,5273195931
623,Female,1988-08-11,Marketer,0.31,0.66,0.35,0.92,,4896992347,,,,,,,,,4896992347
624,Male,1985-03-25,student,0.02,0.24,0.94,0.59,,1955685399,,,,,,,,,1955685399
625,Male,1973-07-09,ETC,0.97,0.21,0.72,0.38,,,,,,,,7438077396,,,7438077396
626,Female,1974-11-08,designer,0.21,0.18,0.40,0.55,,,1797408426,,,,,,,,1797408426
627,Male,1989-08-09,ETC,0.20,0.82,0.88,0.46,,,7561117482,,,,,,,,7561117482
628,Male,1996-07-14,Marketer,0.72,0.48,0.48,0.15,,,1797408426,,,,,,,,1797408426
630,Female,2001-08-03,planner,0.48,0.40,0.48,0.19,5465402206,,,,,,,,,,5465402206
631,Male,1975-03-22,developer,0.81,0.21,0.63,0.95,,,1797408426,,,,,,,,1797408426
633,Male,2001-11-13,student,0.47,0.78,0.19,0.05,,,,,1601845545,,,,,,1601845545
634,Female,1981-05-23,student,0.26,0.22,0.13,0.60,,,,,,,,,31613634,,31613634
635,Female,1988-02-01,Office worker,0.44,0.65,0.41,0.83,6651584294,,,,,,,,,,6651584294
636,Female,2003-06-23,Creator,0.29,0.16,0.17,0.57,6999573193,,,,,,,,,,6999573193
637,Female,1977-01-25,developer,0.56,0.62,0.55,0.44,,,,,,4674285118,,,,,4674285118
638,Female,1983-01-16,designer,0.25,0.09,0.42,0.36,,,6257025448,,,,,,,,6257025448
639,Female,2002-10-26,designer,0.25,0.19,0.73,0.96,,6091275505,,,,,,,,,6091275505
640,Female,1976-04-17,Creator,0.11,0.52,0.02,0.08,,,,,,6183775991,,,,,6183775991
642,Female,1975-12-07,student,0.34,0.94,0.49,0.15,,,,,6884827783,,,,,,6884827783
644,Female,1981-07-07,designer,0.04,0.57,0.67,0.71,,7418025096,,,,,,,,,7418025096
647,Female,1970-10-10,designer,0.66,0.50,0.39,0.28,6651584294,,,,,,,,,,6651584294
648,Male,2001-03-25,Office worker,0.25,0.29,0.89,0.71,6900417399,,,,,,,,,,6900417399
649,Female,1977-06-12,Marketer,0.98,0.45,0.74,0.18,,,6257025448,,,,,,,,6257025448
653,Male,2008-08-12,planner,0.58,0.37,0.76,0.83,,6091275505,,,,,,,,,6091275505
654,Male,2010-12-14,Office worker,0.61,0.92,0.01,0.42,,,,,,1924822010,,,,,1924822010
655,Female,1981-06-04,Office worker,0.48,0.17,0.23,0.79,6651584294,,,,,,,,,,6651584294
656,Male,1977-01-07,student,0.03,0.24,0.02,0.52,,,,,,,,,31613634,,31613634
657,Female,2005-03-31,Office worker,0.67,0.57,0.26,0.69,,,,,,,7447851197,,,,7447851197
658,Male,2010-07-01,ETC,0.23,0.89,0.22,0.69,,,,,,,38168941,,,,38168941
659,Male,2011-04-11,designer,0.20,0.25,0.91,0.34,,,,57649186,,,,,,,57649186
660,Male,2012-03-12,developer,0.26,0.28,0.94,0.11,,4896992347,,,,,,,,,4896992347
661,Male,1983-05-03,Creator,0.79,0.92,0.45,1.00,,4896992347,,,,,,,,,4896992347
662,Female,1980-11-28,designer,0.91,0.71,0.01,0.64,,4896992347,,,,,,,,,4896992347
663,Female,2000-05-21,ETC,0.21,0.16,0.30,0.60,,6091275505,,,,,,,,,6091275505
664,Male,1996-12-22,designer,0.86,0.10,0.16,0.50,,,,,,,7441111596,,,,7441111596
665,Female,2012-01-10,student,0.47,0.08,0.25,0.66,,6091275505,,,,,,,,,6091275505
667,Female,1971-04-21,student,0.18,0.64,0.86,0.76,,,,,,,,,6406573735,,6406573735
668,Male,1982-05-11,student,0.99,0.64,0.05,0.16,,,,6945534310,,,,,,,6945534310
672,Female,1980-08-01,Office worker,0.52,0.03,0.08,0.18,,,,,7432233497,,,,,,7432233497
674,Male,2010-09-19,Creator,0.53,0.04,0.47,0.04,6999573193,,,,,,,,,,6999573193
677,Male,1975-05-30,Marketer,1.00,0.59,0.78,0.64,,,,,,,,,31613634,,31613634
678,Female,1984-06-09,Creator,0.80,0.04,0.72,0.57,,,,6945534310,,,,,,,6945534310
680,Female,1973-10-22,Creator,0.33,0.70,0.55,0.47,,4896992347,,,,,,,,,4896992347
681,Female,1990-06-13,planner,0.16,0.47,0.68,0.11,,,,,,1924822010,,,,,1924822010
683,Male,1986-08-22,Creator,0.67,0.09,0.27,0.44,,,6257025448,,,,,,,,6257025448
684,Female,1977-04-05,Office worker,0.90,0.23,0.22,0.38,,,,6530166774,,,,,,,6530166774
685,Female,1972-10-18,planner,0.39,0.64,0.01,0.41,,,,,,,,,6143061581,,6143061581
687,Female,1975-04-05,planner,0.29,0.72,0.55,0.17,,,,,,5273195931,,,,,5273195931
688,Male,1988-01-28,developer,0.49,0.21,0.37,0.10,,,,,6460742500,,,,,,6460742500
689,Male,1976-03-14,student,0.29,0.91,0.23,0.63,,,1797408426,,,,,,,,1797408426
690,Male,1991-06-21,Office worker,0.19,0.31,0.84,0.39,,,,,,,,5417804895,,,5417804895
693,Male,1984-03-28,planner,0.70,0.65,0.29,0.49,,,,6945534310,,,,,,,6945534310
694,Male,1971-09-27,Creator,0.47,0.69,0.11,0.75,,,,,,,7246878826,,,,7246878826
695,Male,2012-07-29,planner,0.17,0.89,0.05,0.23,,7418025096,,,,,,,,,7418025096
696,Female,1996-10-19,Creator,0.53,0.25,0.13,0.21,,,,5870389792,,,,,,,5870389792
698,Female,1990-10-03,Creator,0.34,0.59,0.36,0.05,,,,,,,,,31613634,,31613634
699,Female,1984-05-06,planner,0.56,0.19,0.08,0.60,6999573193,,,,,,,,,,6999573193
700,Female,1994-09-13,ETC,0.29,0.51,0.45,0.91,,,,7052320839,,,,,,,7052320839
701,Male,1997-08-10,Marketer,0.47,0.65,0.84,0.95,2420328,,,,,,,,,,2420328
702,Male,2009-03-05,ETC,0.76,0.74,0.16,0.41,2420328,,,,,,,,,,2420328
708,Male,1995-11-11,planner,0.21,0.86,0.39,0.83,,,,7325418422,,,,,,,7325418422
709,Male,2010-07-07,student,0.00,0.52,0.36,0.50,,,7561117482,,,,,,,,7561117482
710,Female,1991-01-29,developer,0.98,0.32,0.14,0.08,6900417399,,,,,,,,,,6900417399
712,Female,1991-09-28,Creator,0.74,0.89,0.26,0.71,,,,,,6533701213,,,,,6533701213
714,Male,1990-07-28,student,0.66,0.82,0.01,0.84,,,,5870389792,,,,,,,5870389792
716,Female,1993-01-25,planner,0.26,0.97,0.46,0.53,,,,,6460742500,,,,,,6460742500
718,Male,1996-02-25,Marketer,0.52,0.25,0.74,0.62,,6091275505,,,,,,,,,6091275505
720,Male,1994-11-04,Marketer,0.92,0.77,0.27,0.87,,6091275505,,,,,,,,,6091275505
721,Female,2011-08-23,planner,0.62,0.97,0.43,0.00,2420328,,,,,,,,,,2420328
723,Female,1984-12-14,planner,0.33,0.21,0.40,0.12,,,,,,,38168941,,,,38168941
724,Female,2006-08-09,student,0.15,0.45,0.44,0.43,,,,,,,,7438077396,,,7438077396
725,Female,1979-12-16,Office worker,0.71,0.85,0.94,0.24,,,,,,,,,,6776454005,6776454005
726,Female,1982-01-03,ETC,0.80,0.81,0.12,0.02,,,6257025448,,,,,,,,6257025448
727,Female,1993-04-14,ETC,0.60,0.11,0.73,0.62,,,7561117482,,,,,,,,7561117482
728,Male,2012-11-28,designer,0.16,0.44,0.06,0.73,2420328,,,,,,,,,,2420328
729,Male,2011-01-31,designer,0.17,0.23,0.39,0.68,,,,,,,,,,1267950209,1267950209
732,Female,1987-03-10,developer,0.54,0.90,0.01,0.25,6999573193,,,,,,,,,,6999573193
734,Male,1995-10-04,planner,0.21,0.88,0.31,0.08,6900417399,,,,,,,,,,6900417399
737,Female,1997-09-27,developer,0.07,0.90,0.65,0.58,,7418025096,,,,,,,,,7418025096
739,Male,2002-08-22,designer,0.74,0.15,0.59,0.05,,,,5015654703,,,,,,,5015654703
742,Male,1977-04-24,Office worker,0.50,0.60,0.23,0.48,,,,,,,,7438077396,,,7438077396
746,Male,1992-01-24,ETC,0.83,0.53,0.09,0.11,5465402206,,,,,,,,,,5465402206
749,Female,1971-01-18,planner,0.28,0.46,0.17,0.10,,,,,,4674285118,,,,,4674285118
750,Male,2009-02-11,developer,0.67,0.36,0.19,0.50,,,,,,5273195931,,,,,5273195931
751,Male,1972-05-29,student,0.67,0.57,0.14,0.37,,,,,6884827783,,,,,,6884827783
752,Male,1980-08-12,Creator,0.85,0.65,0.38,0.09,,1955685399,,,,,,,,,1955685399
753,Female,1995-02-19,ETC,0.14,0.20,0.52,0.64,5465402206,,,,,,,,,,5465402206
754,Female,1979-11-25,ETC,0.80,0.36,0.92,0.41,5465402206,,,,,,,,,,5465402206
756,Male,1976-01-10,ETC,0.21,0.60,0.29,0.53,,,,6530166774,,,,,,,6530166774
758,Female,1981-08-04,Creator,0.28,0.15,0.42,0.79,6900417399,,,,,,,,,,6900417399
759,Female,1971-01-20,student,0.66,0.39,0.69,0.69,2420328,,,,,,,,,,2420328
760,Female,1998-04-14,planner,0.31,0.24,0.97,0.48,,,,5015654703,,,,,,,5015654703
762,Female,2007-05-12,designer,0.28,0.29,0.53,0.86,,,,,,,,5417804895,,,5417804895
763,Male,1982-03-27,student,0.61,0.42,0.34,0.80,,7418025096,,,,,,,,,7418025096
764,Male,1970-06-24,Creator,0.45,0.44,0.04,0.91,,,,6945534310,,,,,,,6945534310
765,Male,1997-03-04,ETC,0.74,0.51,0.58,0.35,,,,,,6183775991,,,,,6183775991
766,Female,1974-09-21,Marketer,0.79,0.71,0.24,0.27,,7418025096,,,,,,,,,7418025096
767,Male,2001-02-26,Creator,0.14,0.44,0.40,0.63,,,,,,,38168941,,,,38168941
768,Male,2003-02-23,Office worker,0.52,0.88,0.84,0.11,,,,1203630018,,,,,,,1203630018
769,Female,1987-08-01,student,0.82,0.33,0.63,0.94,6999573193,,,,,,,,,,6999573193
770,Female,2004-08-07,Creator,0.26,0.19,0.31,0.25,,,7561117482,,,,,,,,7561117482
771,Male,1976-06-19,Creator,0.55,0.50,0.77,0.39,,6091275505,,,,,,,,,6091275505
772,Female,2005-01-10,Marketer,0.27,0.49,0.37,0.34,6900417399,,,,,,,,,,6900417399
773,Female,2010-07-19,Office worker,0.82,0.66,0.74,0.96,5465402206,,,,,,,,,,5465402206
775,Female,1975-02-06,ETC,0.83,0.07,0.24,0.98,,,,47421363,,,,,,,47421363
776,Female,1975-08-12,ETC,0.95,0.77,0.52,0.29,,,,,,4674285118,,,,,4674285118
777,Male,1996-09-23,developer,0.19,0.38,0.92,0.12,,,,,5999614505,,,,,,5999614505
778,Female,1980-04-21,ETC,0.70,0.79,0.68,0.14,,,,,,,,5417804895,,,5417804895
779,Male,1977-04-05,Creator,0.05,0.99,0.58,0.71,,,,,,,,5417804895,,,5417804895
780,Male,1992-12-16,Office worker,0.60,0.83,0.45,0.52,,,,,,,,,,6776454005,6776454005
782,Male,1994-12-03,student,0.24,0.61,0.76,0.17,6999573193,,,,,,,,,,6999573193
783,Male,1976-12-03,ETC,0.90,0.26,0.59,0.26,,1955685399,,,,,,,,,1955685399
785,Male,2004-02-08,ETC,0.17,0.78,0.68,0.43,,,1758533117,,,,,,,,1758533117
786,Male,1984-08-19,developer,0.74,0.53,0.42,0.13,,1955685399,,,,,,,,,1955685399
788,Female,1970-06-03,planner,0.39,0.94,0.23,0.12,,,,,,,,,,6183771576,6183771576
789,Male,1978-09-14,designer,0.37,0.03,0.23,0.90,6999573193,,,,,,,,,,6999573193
791,Male,2011-02-22,developer,0.06,0.85,0.61,0.01,,,,,,,,,,6183771576,6183771576
792,Male,1989-01-25,student,0.62,0.01,0.53,0.93,,,,,,,,,6406573735,,6406573735
794,Male,1998-09-02,developer,0.18,0.17,0.74,0.17,,,,,5999614505,,,,,,5999614505
796,Male,2008-03-02,planner,0.60,0.81,0.93,0.54,,,,,,1924822010,,,,,1924822010
797,Female,1982-08-19,developer,0.01,0.93,0.01,0.40,6999573193,,,,,,,,,,6999573193
798,Female,1976-04-16,ETC,0.67,0.97,0.39,0.82,,,,,,7403564872,,,,,7403564872
799,Female,1975-06-20,Creator,0.61,0.81,0.07,0.79,,1955685399,,,,,,,,,1955685399
800,Male,1986-12-21,ETC,0.29,0.90,0.35,0.44,,6091275505,,,,,,,,,6091275505
801,Male,1983-04-06,Office worker,0.46,0.34,0.12,0.36,,,,,6460742500,,,,,,6460742500
802,Female,1990-09-13,Marketer,0.92,0.33,0.08,0.28,,,,,,,,40881999,,,40881999
804,Male,1999-04-15,ETC,0.85,0.93,0.50,0.87,,,,,,,,310842037,,,310842037
806,Male,1970-05-25,planner,0.54,0.77,0.52,0.17,,,,,,,,,,6911909992,6911909992
807,Female,1994-04-08,ETC,0.62,0.73,0.55,0.49,6900417399,,,,,,,,,,6900417399
809,Male,1970-03-05,designer,0.49,0.21,0.52,0.29,,,7561117482,,,,,,,,7561117482
811,Male,1993-11-10,student,0.09,0.39,0.12,0.51,,,,,,7403564872,,,,,7403564872
813,Male,1985-02-20,developer,0.90,0.26,0.14,0.17,2420328,,,,,,,,,,2420328
815,Male,1987-02-25,developer,0.03,0.50,0.24,0.27,,,1797408426,,,,,,,,1797408426
816,Female,2010-04-10,Marketer,0.50,0.67,0.70,0.76,,,,,,,,,6143061581,,6143061581
817,Female,1983-01-08,Office worker,0.57,0.45,0.70,0.16,,,1758533117,,,,,,,,1758533117
819,Female,1986-12-14,student,0.48,0.83,0.02,0.22,,,1758533117,,,,,,,,1758533117
820,Male,2012-08-11,Office worker,0.72,0.12,0.86,0.67,,,7561117482,,,,,,,,7561117482
821,Male,2003-04-16,Creator,0.89,0.94,0.68,0.68,6900417399,,,,,,,,,,6900417399
822,Female,2000-12-24,developer,0.79,0.88,0.22,0.25,,,,6945534310,,,,,,,6945534310
823,Male,2008-12-25,Marketer,0.21,0.50,0.44,0.26,,,,,6884827783,,,,,,6884827783
824,Male,2001-08-26,developer,0.78,0.43,0.42,0.21,,,,,,,,,,6911909992,6911909992
825,Female,1979-01-30,Creator,0.61,0.44,0.74,0.57,,,1797408426,,,,,,,,1797408426
827,Female,1980-01-04,Marketer,0.19,0.91,0.55,0.97,5465402206,,,,,,,,,,5465402206
828,Female,1975-09-30,developer,0.52,0.64,0.57,0.24,,,,,,,2039515031,,,,2039515031
831,Male,1991-04-28,ETC,0.64,0.82,0.87,0.51,,,,,,,7441111596,,,,7441111596
832,Female,1998-05-04,ETC,0.54,0.43,0.43,0.98,,,,,,,,,31613634,,31613634
835,Male,2006-04-30,planner,0.64,0.97,0.88,0.89,,,,,6884827783,,,,,,6884827783
836,Female,1971-03-02,Office worker,0.45,0.06,0.13,0.45,,,,,,,,7438077396,,,7438077396
838,Female,1977-03-03,developer,0.76,0.14,0.66,0.52,,,,,,,2039515031,,,,2039515031
839,Male,2005-10-11,developer,0.57,0.86,0.17,0.87,,6091275505,,,,,,,,,6091275505
842,Female,1990-03-09,designer,0.99,0.17,0.13,0.89,,,,,,,,,31613634,,31613634
843,Male,2010-03-12,student,0.58,0.14,0.65,0.52,,7418025096,,,,,,,,,7418025096
845,Male,1982-08-17,developer,0.68,0.40,0.82,0.70,,4896992347,,,,,,,,,4896992347
846,Male,1977-01-09,Creator,0.81,0.13,0.02,0.12,,,,,,6183775991,,,,,6183775991
849,Female,1982-07-30,Office worker,0.52,0.77,0.41,0.51,,,,,5999614505,,,,,,5999614505
852,Female,1984-09-05,Creator,0.22,0.83,0.71,0.41,,4896992347,,,,,,,,,4896992347
853,Female,1972-07-12,student,0.48,0.90,0.73,0.20,,,,,,,,7438077396,,,7438077396
854,Male,1999-08-29,Creator,0.04,0.14,0.49,0.20,6651584294,,,,,,,,,,6651584294
855,Male,2009-07-08,student,0.08,0.81,0.67,0.80,,,,5870389792,,,,,,,5870389792
856,Male,1983-08-08,designer,0.18,0.00,0.73,0.72,,1448628599,,,,,,,,,1448628599
857,Female,1979-06-18,designer,0.37,0.97,0.64,0.92,,6091275505,,,,,,,,,6091275505
858,Male,1976-08-07,ETC,0.26,0.87,0.12,0.46,,1448628599,,,,,,,,,1448628599
859,Female,2000-07-18,developer,0.81,0.81,0.95,0.57,,,,,,1924822010,,,,,1924822010
860,Female,2012-08-31,Creator,0.35,0.87,0.43,0.41,,,,,,,,,,6776454005,6776454005
861,Male,1999-09-15,student,0.76,0.48,0.56,0.84,,,1797408426,,,,,,,,1797408426
862,Male,1995-09-21,Marketer,0.88,0.45,0.81,0.61,,,,,,,2039515031,,,,2039515031
863,Female,1971-02-19,planner,0.93,0.73,0.81,0.48,,,,,,,,,5124455949,,5124455949
865,Female,1990-12-01,designer,0.21,0.36,0.25,0.59,6651584294,,,,,,,,,,6651584294
866,Male,1997-08-20,Creator,0.35,0.68,0.18,0.07,,,,,,,,,,6183771576,6183771576
867,Male,2006-07-26,student,0.62,0.08,0.17,0.39,,,,,,,,,,7335559264,7335559264
868,Female,1971-08-21,designer,0.78,0.94,0.88,0.38,,,,,,,7447851197,,,,7447851197
869,Female,1978-10-28,Creator,0.62,0.29,0.54,0.06,,7418025096,,,,,,,,,7418025096
870,Female,2009-10-16,designer,0.63,0.33,0.16,0.48,,,,,1601845545,,,,,,1601845545
871,Male,1989-06-09,Creator,0.61,0.82,0.56,0.57,,,1797408426,,,,,,,,1797408426
872,Female,1986-07-30,designer,0.12,0.42,0.76,0.19,6999573193,,,,,,,,,,6999573193
874,Male,1981-03-20,designer,0.58,0.48,0.94,0.05,,7418025096,,,,,,,,,7418025096
875,Male,1973-07-10,Office worker,0.33,0.58,0.43,0.48,,,,,,,2039515031,,,,2039515031
879,Male,1990-03-02,Marketer,0.79,0.01,0.40,0.49,,,,7300924972,,,,,,,7300924972
882,Male,1980-01-26,Creator,0.87,0.57,1.00,0.73,,,1758533117,,,,,,,,1758533117
883,Female,2007-12-19,Office worker,0.17,0.23,0.31,0.51,,1955685399,,,,,,,,,1955685399
884,Male,2001-09-11,Marketer,0.72,0.46,0.99,0.41,,,,7325418422,,,,,,,7325418422
885,Female,2000-07-15,student,0.20,0.01,0.09,0.80,5465402206,,,,,,,,,,5465402206
886,Female,2003-12-09,Office worker,0.26,0.71,0.18,0.89,,,,,,,2039515031,,,,2039515031
887,Female,1978-09-22,designer,0.40,0.20,0.88,0.57,,,,,,5273195931,,,,,5273195931
888,Female,2009-08-27,Office worker,0.00,0.94,0.42,0.73,,1955685399,,,,,,,,,1955685399
889,Female,1986-04-04,developer,0.01,0.08,0.84,0.94,,7418025096,,,,,,,,,7418025096
891,Male,2010-09-23,Office worker,0.41,0.70,0.32,0.71,,4896992347,,,,,,,,,4896992347
893,Male,1973-10-02,ETC,0.12,0.90,0.22,0.73,,,,,,4674285118,,,,,4674285118
894,Female,1974-08-06,planner,0.37,0.04,0.97,0.60,,,,,,,,310842037,,,310842037
895,Male,2011-03-15,ETC,0.67,0.82,0.58,0.52,,,,7300924972,,,,,,,7300924972
899,Male,1970-06-13,student,0.26,0.60,0.01,0.09,,,,,,,,5417804895,,,5417804895
900,Female,2011-02-22,ETC,0.78,0.98,0.73,0.22,,,,,,,,,6406573735,,6406573735
901,Female,2002-11-27,student,0.82,0.85,0.94,0.05,,,,,6884827783,,,,,,6884827783
903,Female,1985-06-05,designer,0.82,0.43,0.26,0.87,,6091275505,,,,,,,,,6091275505
906,Female,2001-06-13,planner,0.75,0.33,0.05,0.86,,6091275505,,,,,,,,,6091275505
907,Male,2000-06-11,student,0.19,0.72,0.45,0.41,,,1758533117,,,,,,,,1758533117
908,Female,1989-01-20,developer,0.94,0.01,0.84,0.11,6900417399,,,,,,,,,,6900417399
909,Female,1975-03-30,Creator,0.07,0.34,0.67,0.67,,,,,,4674285118,,,,,4674285118
910,Male,1987-12-17,Creator,0.40,0.80,0.12,0.78,,,1797408426,,,,,,,,1797408426
912,Male,1987-01-12,planner,0.03,0.87,0.50,0.42,,,1797408426,,,,,,,,1797408426
913,Female,1977-03-08,Marketer,0.00,0.80,0.41,0.01,,,,,,5273195931,,,,,5273195931
914,Male,1978-04-17,Creator,0.28,0.46,0.96,0.66,,,,,,1924822010,,,,,1924822010
915,Female,1982-07-13,Office worker,0.31,0.70,0.92,0.76,,,,,,,,,31613634,,31613634
918,Female,1975-07-31,Creator,0.02,0.69,0.46,0.48,,,6257025448,,,,,,,,6257025448
919,Female,2008-02-09,designer,0.52,0.83,0.63,0.22,,7418025096,,,,,,,,,7418025096
920,Male,2002-11-21,planner,0.37,0.86,0.54,0.33,,7418025096,,,,,,,,,7418025096
922,Female,1978-07-09,developer,1.00,0.08,0.63,0.59,,,,57649186,,,,,,,57649186
924,Female,1982-08-26,developer,0.39,0.73,0.60,0.77,,,,,,,,40881999,,,40881999
925,Female,1991-11-20,designer,0.14,0.55,0.51,0.78,5465402206,,,,,,,,,,5465402206
926,Female,2009-03-01,designer,0.51,0.86,0.43,0.62,6651584294,,,,,,,,,,6651584294
